Date,VIX,DXY,US10Y,US03M,US10Y_US03M_DIFF
2000-01-03,24.209999084472656,100.22000122070312,6.547999858856201,5.269999980926514,1.2779998779296875
2000-01-04,27.010000228881836,100.41000366210938,6.485000133514404,5.269999980926514,1.2150001525878906
2000-01-05,26.40999984741211,100.37999725341797,6.598999977111816,5.269999980926514,1.3289999961853027
2000-01-06,25.729999542236328,100.6500015258789,6.548999786376953,5.239999771118164,1.309000015258789
2000-01-07,21.719999313354492,100.80000305175781,6.504000186920166,5.21999979019165,1.2840003967285156
2000-01-10,21.709999084472656,100.98999786376953,6.558000087738037,5.230000019073486,1.3280000686645508
2000-01-11,22.5,100.55999755859375,6.664000034332275,5.269999980926514,1.3940000534057617
2000-01-12,22.84000015258789,100.62000274658203,6.696000099182129,5.28000020980835,1.4159998893737793
2000-01-13,21.709999084472656,101.0,6.618000030517578,5.21999979019165,1.3980002403259277
2000-01-14,19.65999984741211,101.72000122070312,6.673999786376953,5.25,1.4239997863769531
2000-01-17,19.65999984741211,102.05000305175781,6.673999786376953,5.25,1.4239997863769531
2000-01-18,21.5,101.86000061035156,6.748000144958496,5.230000019073486,1.5180001258850098
2000-01-19,21.719999313354492,101.76000213623047,6.724999904632568,5.349999904632568,1.375
2000-01-20,21.75,101.36000061035156,6.748000144958496,5.300000190734863,1.4479999542236328
2000-01-21,20.81999969482422,101.76000213623047,6.781000137329102,5.300000190734863,1.4809999465942383
2000-01-24,24.06999969482422,102.19999694824219,6.684000015258789,5.329999923706055,1.3540000915527344
2000-01-25,23.020000457763672,102.41000366210938,6.684000015258789,5.400000095367432,1.2839999198913574
2000-01-26,23.030000686645508,102.44000244140625,6.679999828338623,5.409999847412109,1.2699999809265137
2000-01-27,23.540000915527344,103.16999816894531,6.684999942779541,5.409999847412109,1.2750000953674316
2000-01-28,26.139999389648438,104.4800033569336,6.6479997634887695,5.46999979019165,1.1779999732971191
2000-01-31,24.950000762939453,105.12999725341797,6.666999816894531,5.53000020980835,1.1369996070861816
2000-02-01,23.450000762939453,104.91999816894531,6.617000102996826,5.550000190734863,1.066999912261963
2000-02-02,23.1200008392334,104.79000091552734,6.5980000495910645,5.5,1.0980000495910645
2000-02-03,22.010000228881836,103.80000305175781,6.474999904632568,5.429999828338623,1.0450000762939453
2000-02-04,21.540000915527344,104.29000091552734,6.517000198364258,5.489999771118164,1.0270004272460938
2000-02-07,22.790000915527344,104.63999938964844,6.63100004196167,5.46999979019165,1.1610002517700195
2000-02-08,21.25,104.22000122070312,6.598999977111816,5.519999980926514,1.0789999961853027
2000-02-09,22.899999618530273,103.68000030517578,6.669000148773193,5.489999771118164,1.1790003776550293
2000-02-10,23.06999969482422,104.12999725341797,6.656000137329102,5.5,1.1560001373291016
2000-02-11,24.420000076293945,104.19000244140625,6.620999813079834,5.480000019073486,1.1409997940063477
2000-02-14,24.3799991607666,104.72000122070312,6.539000034332275,5.460000038146973,1.0789999961853027
2000-02-15,22.920000076293945,104.69000244140625,6.552000045776367,5.579999923706055,0.9720001220703125
2000-02-16,23.510000228881836,104.27999877929688,6.546999931335449,5.550000190734863,0.9969997406005859
2000-02-17,23.170000076293945,104.2699966430664,6.568999767303467,5.570000171661377,0.9989995956420898
2000-02-18,26.0,104.62999725341797,6.482999801635742,5.570000171661377,0.9129996299743652
2000-02-21,26.0,104.58000183105469,6.482999801635742,5.570000171661377,0.9129996299743652
2000-02-22,25.860000610351562,103.27999877929688,6.3420000076293945,5.599999904632568,0.7420001029968262
2000-02-23,23.889999389648438,103.52999877929688,6.427000045776367,5.639999866485596,0.7870001792907715
2000-02-24,24.3799991607666,104.01000213623047,6.3460001945495605,5.639999866485596,0.7060003280639648
2000-02-25,25.200000762939453,105.26000213623047,6.341000080108643,5.619999885559082,0.7210001945495605
2000-02-28,24.68000030517578,105.2699966430664,6.414000034332275,5.659999847412109,0.754000186920166
2000-02-29,23.3700008392334,105.91999816894531,6.408999919891357,5.639999866485596,0.7690000534057617
2000-03-01,21.639999389648438,104.88999938964844,6.379000186920166,5.599999904632568,0.7790002822875977
2000-03-02,21.059999465942383,105.6500015258789,6.395999908447266,5.590000152587891,0.805999755859375
2000-03-03,19.209999084472656,106.0,6.370999813079834,5.630000114440918,0.740999698638916
2000-03-06,21.5,106.16000366210938,6.408999919891357,5.650000095367432,0.7589998245239258
2000-03-07,24.309999465942383,106.08999633789062,6.382999897003174,5.650000095367432,0.7329998016357422
2000-03-08,23.81999969482422,105.93000030517578,6.375,5.670000076293945,0.7049999237060547
2000-03-09,22.209999084472656,105.37000274658203,6.341000080108643,5.659999847412109,0.6810002326965332
2000-03-10,21.239999771118164,105.70999908447266,6.38700008392334,5.679999828338623,0.7070002555847168
2000-03-13,22.850000381469727,105.5,6.361999988555908,5.710000038146973,0.6519999504089355
2000-03-14,24.40999984741211,105.30000305175781,6.297999858856201,5.710000038146973,0.5879998207092285
2000-03-15,22.34000015258789,105.37999725341797,6.276000022888184,5.690000057220459,0.5859999656677246
2000-03-16,20.770000457763672,105.18000030517578,6.23799991607666,5.699999809265137,0.5380001068115234
2000-03-17,22.3700008392334,105.19999694824219,6.188000202178955,5.699999809265137,0.48800039291381836
2000-03-20,22.959999084472656,105.1500015258789,6.171000003814697,5.730000019073486,0.44099998474121094
2000-03-21,21.700000762939453,105.80999755859375,6.13700008392334,5.739999771118164,0.3970003128051758
2000-03-22,21.489999771118164,106.04000091552734,6.119999885559082,5.739999771118164,0.38000011444091797
2000-03-23,22.260000228881836,105.2300033569336,6.070000171661377,5.730000019073486,0.3400001525878906
2000-03-24,23.309999465942383,104.7699966430664,6.173999786376953,5.71999979019165,0.45399999618530273
2000-03-27,24.530000686645508,105.44999694824219,6.195000171661377,5.679999828338623,0.5150003433227539
2000-03-28,24.860000610351562,105.52999877929688,6.170000076293945,5.710000038146973,0.46000003814697266
2000-03-29,24.100000381469727,106.25,6.14900016784668,5.71999979019165,0.4290003776550293
2000-03-30,25.469999313354492,105.47000122070312,6.065000057220459,5.710000038146973,0.35500001907348633
2000-03-31,24.110000610351562,105.44000244140625,6.0229997634887695,5.71999979019165,0.30299997329711914
2000-04-03,24.030000686645508,105.54000091552734,5.986000061035156,5.690000057220459,0.29600000381469727
2000-04-04,27.1200008392334,105.16999816894531,5.841000080108643,5.670000076293945,0.17100000381469727
2000-04-05,28.40999984741211,105.29000091552734,5.881999969482422,5.699999809265137,0.18200016021728516
2000-04-06,27.149999618530273,105.5199966430664,5.914999961853027,5.710000038146973,0.2049999237060547
2000-04-07,24.389999389648438,105.97000122070312,5.848999977111816,5.710000038146973,0.13899993896484375
2000-04-10,25.989999771118164,105.68000030517578,5.791999816894531,5.690000057220459,0.10199975967407227
2000-04-11,27.25,105.94000244140625,5.876999855041504,5.670000076293945,0.2069997787475586
2000-04-12,28.979999542236328,105.95999908447266,5.9679999351501465,5.670000076293945,0.29799985885620117
2000-04-13,29.399999618530273,106.13999938964844,5.914000034332275,5.639999866485596,0.2740001678466797
2000-04-14,33.4900016784668,105.75,5.885000228881836,5.639999866485596,0.24500036239624023
2000-04-17,28.950000762939453,106.12999725341797,5.992000102996826,5.639999866485596,0.35200023651123047
2000-04-18,26.1200008392334,106.62999725341797,6.046000003814697,5.639999866485596,0.40600013732910156
2000-04-19,27.020000457763672,107.12999725341797,5.974999904632568,5.639999866485596,0.33500003814697266
2000-04-20,25.850000381469727,107.44999694824219,5.98799991607666,5.619999885559082,0.3680000305175781
2000-04-24,27.3700008392334,107.27999877929688,5.986999988555908,5.599999904632568,0.38700008392333984
2000-04-25,25.239999771118164,108.69000244140625,6.117000102996826,5.630000114440918,0.4869999885559082
2000-04-26,26.969999313354492,108.55000305175781,6.130000114440918,5.590000152587891,0.5399999618530273
2000-04-27,26.190000534057617,109.56999969482422,6.235000133514404,5.579999923706055,0.6550002098083496
2000-04-28,26.200000762939453,110.13999938964844,6.214000225067139,5.650000095367432,0.564000129699707
2000-05-01,25.8799991607666,109.62999725341797,6.255000114440918,5.670000076293945,0.5850000381469727
2000-05-02,28.5,110.26000213623047,6.311999797821045,5.739999771118164,0.5720000267028809
2000-05-03,31.6299991607666,111.26000213623047,6.4029998779296875,5.739999771118164,0.6630001068115234
2000-05-04,30.770000457763672,111.80000305175781,6.446000099182129,5.71999979019165,0.7260003089904785
2000-05-05,27.530000686645508,111.30999755859375,6.506999969482422,5.789999961853027,0.7170000076293945
2000-05-08,28.200000762939453,111.44999694824219,6.559999942779541,5.889999866485596,0.6700000762939453
2000-05-09,28.93000030517578,110.75,6.52400016784668,5.960000038146973,0.564000129699707
2000-05-10,29.8700008392334,110.80000305175781,6.436999797821045,5.929999828338623,0.5069999694824219
2000-05-11,27.760000228881836,111.5199966430664,6.4070000648498535,5.909999847412109,0.49700021743774414
2000-05-12,26.049999237060547,109.9000015258789,6.498000144958496,5.960000038146973,0.5380001068115234
2000-05-15,24.860000610351562,110.55999755859375,6.459000110626221,5.929999828338623,0.5290002822875977
2000-05-16,24.34000015258789,111.30999755859375,6.4019999504089355,6.010000228881836,0.3919997215270996
2000-05-17,23.979999542236328,112.0999984741211,6.4629998207092285,5.909999847412109,0.5529999732971191
2000-05-18,23.959999084472656,112.20999908447266,6.546000003814697,5.730000019073486,0.8159999847412109
2000-05-19,25.440000534057617,111.47000122070312,6.511000156402588,5.699999809265137,0.8110003471374512
2000-05-22,26.0,111.05999755859375,6.420000076293945,5.699999809265137,0.7200002670288086
2000-05-23,25.8700008392334,111.13999938964844,6.446000099182129,5.78000020980835,0.6659998893737793
2000-05-24,24.31999969482422,111.22000122070312,6.459000110626221,5.739999771118164,0.7190003395080566
2000-05-25,24.579999923706055,110.75,6.372000217437744,5.659999847412109,0.7120003700256348
2000-05-26,24.469999313354492,109.12000274658203,6.320000171661377,5.650000095367432,0.6700000762939453
2000-05-30,23.6200008392334,108.93000030517578,6.367000102996826,5.599999904632568,0.7670001983642578
2000-05-31,23.649999618530273,108.73999786376953,6.284999847412109,5.489999771118164,0.7950000762939453
2000-06-01,22.360000610351562,109.05000305175781,6.195000171661377,5.559999942779541,0.6350002288818359
2000-06-02,21.479999542236328,108.12000274658203,6.1479997634887695,5.699999809265137,0.4479999542236328
2000-06-05,22.709999084472656,107.45999908447266,6.10099983215332,5.710000038146973,0.39099979400634766
2000-06-06,23.049999237060547,106.58999633789062,6.126999855041504,5.820000171661377,0.30699968338012695
2000-06-07,22.479999542236328,106.18000030517578,6.113999843597412,5.75,0.3639998435974121
2000-06-08,22.770000457763672,106.70999908447266,6.105000019073486,5.75,0.35500001907348633
2000-06-09,22.139999389648438,106.98999786376953,6.11299991607666,5.75,0.36299991607666016
2000-06-12,22.31999969482422,106.97000122070312,6.074999809265137,5.670000076293945,0.4049997329711914
2000-06-13,21.670000076293945,106.4000015258789,6.10099983215332,5.71999979019165,0.3810000419616699
2000-06-14,21.479999542236328,106.45999908447266,6.040999889373779,5.659999847412109,0.3810000419616699
2000-06-15,20.68000030517578,106.87999725341797,6.0370001792907715,5.650000095367432,0.38700008392333984
2000-06-16,20.5,105.95999908447266,5.968999862670898,5.639999866485596,0.32899999618530273
2000-06-19,20.6299991607666,106.33000183105469,5.989999771118164,5.639999866485596,0.34999990463256836
2000-06-20,20.8799991607666,106.33000183105469,6.014999866485596,5.619999885559082,0.39499998092651367
2000-06-21,20.610000610351562,107.43000030517578,6.0960001945495605,5.639999866485596,0.45600032806396484
2000-06-22,22.0,107.70999908447266,6.11299991607666,5.659999847412109,0.4530000686645508
2000-06-23,22.34000015258789,108.01000213623047,6.177000045776367,5.690000057220459,0.4869999885559082
2000-06-26,22.450000762939453,108.11000061035156,6.09499979019165,5.650000095367432,0.44499969482421875
2000-06-27,21.799999237060547,107.36000061035156,6.078000068664551,5.650000095367432,0.42799997329711914
2000-06-28,20.290000915527344,107.5999984741211,6.104000091552734,5.639999866485596,0.46400022506713867
2000-06-29,19.700000762939453,106.83999633789062,6.031000137329102,5.670000076293945,0.36100006103515625
2000-06-30,19.540000915527344,106.83999633789062,6.01800012588501,5.699999809265137,0.31800031661987305
2000-07-03,19.829999923706055,107.05999755859375,5.980000019073486,5.869999885559082,0.1100001335144043
2000-07-04,19.829999923706055,107.29000091552734,5.980000019073486,5.869999885559082,0.1100001335144043
2000-07-05,21.15999984741211,107.12000274658203,5.97599983215332,5.809999942779541,0.1659998893737793
2000-07-06,20.940000534057617,107.37000274658203,6.031000137329102,5.840000152587891,0.19099998474121094
2000-07-07,19.219999313354492,107.6500015258789,5.997000217437744,5.849999904632568,0.14700031280517578
2000-07-10,20.329999923706055,107.01000213623047,6.026000022888184,5.880000114440918,0.14599990844726562
